country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,uid,bank_account
Kenya,2018,uniqueid_781,Urban,No,6,53,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_781,No
Tanzania,2017,uniqueid_2351,Urban,No,2,82,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2351,No
Kenya,2018,uniqueid_5979,Urban,Yes,2,18,Male,Child,Single/Never Married,Primary education,Remittance Dependent,Kenya_uniqueid_5979,No
Tanzania,2017,uniqueid_5329,Urban,No,2,42,Female,Spouse,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_5329,No
Kenya,2018,uniqueid_2197,Urban,Yes,6,34,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,Kenya_uniqueid_2197,Yes
Rwanda,2016,uniqueid_8022,Rural,Yes,2,75,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_8022,No
Uganda,2018,uniqueid_1976,Rural,No,2,85,Female,Head of Household,Divorced/Seperated,No formal education,Other Income,Uganda_uniqueid_1976,No
Tanzania,2017,uniqueid_5867,Rural,Yes,8,28,Female,Parent,Single/Never Married,Primary education,No Income,Tanzania_uniqueid_5867,No
Uganda,2018,uniqueid_140,Rural,Yes,6,37,Female,Spouse,Married/Living together,Primary education,Self employed,Uganda_uniqueid_140,No
Rwanda,2016,uniqueid_3765,Rural,Yes,4,30,Male,Spouse,Married/Living together,Secondary education,Farming and Fishing,Rwanda_uniqueid_3765,No
Rwanda,2016,uniqueid_912,Rural,Yes,6,59,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_912,No
Tanzania,2017,uniqueid_3409,Urban,No,1,40,Female,Head of Household,Widowed,Primary education,Government Dependent,Tanzania_uniqueid_3409,No
Rwanda,2016,uniqueid_5757,Urban,Yes,4,23,Male,Child,Single/Never Married,Secondary education,Self employed,Rwanda_uniqueid_5757,No
Tanzania,2017,uniqueid_4591,Urban,Yes,3,27,Male,Head of Household,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_4591,No
Kenya,2018,uniqueid_2377,Rural,No,8,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent,Kenya_uniqueid_2377,No
Tanzania,2017,uniqueid_5421,Urban,Yes,2,45,Female,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_5421,No
Tanzania,2017,uniqueid_2828,Urban,Yes,3,36,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2828,No
Rwanda,2016,uniqueid_5416,Rural,Yes,5,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_5416,No
Rwanda,2016,uniqueid_444,Rural,No,6,32,Female,Child,Divorced/Seperated,Primary education,Informally employed,Rwanda_uniqueid_444,No
Rwanda,2016,uniqueid_7212,Rural,Yes,3,27,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_7212,No
Uganda,2018,uniqueid_1120,Rural,Yes,6,70,Female,Head of Household,Married/Living together,No formal education,Self employed,Uganda_uniqueid_1120,No
Rwanda,2016,uniqueid_8406,Rural,No,5,25,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_8406,No
Kenya,2018,uniqueid_5440,Urban,Yes,2,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,Kenya_uniqueid_5440,No
Rwanda,2016,uniqueid_4692,Rural,Yes,7,55,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_4692,No
Rwanda,2016,uniqueid_426,Rural,Yes,5,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_426,No
Rwanda,2016,uniqueid_2897,Rural,Yes,2,42,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,Rwanda_uniqueid_2897,No
Kenya,2018,uniqueid_5511,Urban,Yes,4,30,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government,Kenya_uniqueid_5511,Yes
Kenya,2018,uniqueid_5331,Rural,No,2,70,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent,Kenya_uniqueid_5331,No
Tanzania,2017,uniqueid_6457,Urban,Yes,1,41,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_6457,No
Kenya,2018,uniqueid_4532,Rural,Yes,6,40,Male,Head of Household,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_4532,No
Rwanda,2016,uniqueid_3799,Rural,Yes,6,56,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_3799,No
Tanzania,2017,uniqueid_785,Urban,Yes,3,38,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_785,No
Tanzania,2017,uniqueid_1947,Rural,Yes,1,28,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Self employed,Tanzania_uniqueid_1947,Yes
Rwanda,2016,uniqueid_4075,Rural,Yes,3,19,Female,Spouse,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_4075,No
Rwanda,2016,uniqueid_6022,Urban,Yes,3,27,Female,Spouse,Married/Living together,Tertiary education,Farming and Fishing,Rwanda_uniqueid_6022,Yes
Tanzania,2017,uniqueid_1729,Rural,Yes,2,23,Male,Head of Household,Single/Never Married,Secondary education,Self employed,Tanzania_uniqueid_1729,No
Tanzania,2017,uniqueid_3250,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,Self employed,Tanzania_uniqueid_3250,No
Rwanda,2016,uniqueid_5213,Rural,Yes,5,42,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Rwanda_uniqueid_5213,Yes
Uganda,2018,uniqueid_749,Urban,Yes,3,22,Female,Spouse,Married/Living together,Primary education,Other Income,Uganda_uniqueid_749,No
Rwanda,2016,uniqueid_1721,Urban,Yes,3,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_1721,Yes
Kenya,2018,uniqueid_3457,Urban,Yes,4,27,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Kenya_uniqueid_3457,No
Tanzania,2017,uniqueid_4853,Rural,Yes,3,19,Female,Other non-relatives,Divorced/Seperated,Primary education,Self employed,Tanzania_uniqueid_4853,No
Kenya,2018,uniqueid_4941,Urban,Yes,3,17,Male,Child,Single/Never Married,Secondary education,Informally employed,Kenya_uniqueid_4941,No
Rwanda,2016,uniqueid_3156,Rural,Yes,4,35,Female,Head of Household,Widowed,Primary education,Informally employed,Rwanda_uniqueid_3156,No
Uganda,2018,uniqueid_812,Rural,Yes,2,60,Male,Head of Household,Single/Never Married,Primary education,Self employed,Uganda_uniqueid_812,No
Tanzania,2017,uniqueid_114,Urban,Yes,1,29,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private,Tanzania_uniqueid_114,Yes
Tanzania,2017,uniqueid_5508,Urban,No,1,58,Female,Head of Household,Widowed,Primary education,Government Dependent,Tanzania_uniqueid_5508,No
Rwanda,2016,uniqueid_1032,Rural,Yes,3,39,Female,Head of Household,Widowed,Vocational/Specialised training,Farming and Fishing,Rwanda_uniqueid_1032,No
Rwanda,2016,uniqueid_2013,Rural,Yes,3,70,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_2013,No
Tanzania,2017,uniqueid_1660,Rural,Yes,2,52,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_1660,No
Tanzania,2017,uniqueid_3829,Rural,Yes,3,46,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,Tanzania_uniqueid_3829,No
Uganda,2018,uniqueid_2053,Urban,Yes,12,42,Male,Head of Household,Married/Living together,Primary education,Self employed,Uganda_uniqueid_2053,No
Uganda,2018,uniqueid_27,Rural,Yes,4,21,Female,Spouse,Married/Living together,Primary education,Self employed,Uganda_uniqueid_27,No
Tanzania,2017,uniqueid_3861,Rural,Yes,1,32,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,Tanzania_uniqueid_3861,No
Tanzania,2017,uniqueid_5479,Urban,Yes,2,27,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_5479,No
Rwanda,2016,uniqueid_3245,Rural,Yes,4,60,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_3245,No
Rwanda,2016,uniqueid_105,Rural,Yes,5,44,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,Rwanda_uniqueid_105,Yes
Kenya,2018,uniqueid_3632,Rural,Yes,3,68,Female,Head of Household,Widowed,No formal education,Informally employed,Kenya_uniqueid_3632,No
Tanzania,2017,uniqueid_2153,Rural,Yes,1,25,Male,Head of Household,Divorced/Seperated,Tertiary education,Self employed,Tanzania_uniqueid_2153,No
Rwanda,2016,uniqueid_205,Rural,No,4,48,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_205,No
Kenya,2018,uniqueid_393,Urban,Yes,4,26,Female,Head of Household,Married/Living together,Vocational/Specialised training,Remittance Dependent,Kenya_uniqueid_393,Yes
Kenya,2018,uniqueid_3192,Rural,No,4,22,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_3192,No
Kenya,2018,uniqueid_17,Urban,Yes,1,47,Female,Head of Household,Married/Living together,Secondary education,Self employed,Kenya_uniqueid_17,No
Tanzania,2017,uniqueid_5782,Urban,No,2,33,Female,Other relative,Married/Living together,No formal education,Self employed,Tanzania_uniqueid_5782,No
Tanzania,2017,uniqueid_4254,Rural,No,1,46,Female,Head of Household,Married/Living together,No formal education,Self employed,Tanzania_uniqueid_4254,No
Uganda,2018,uniqueid_1577,Rural,No,12,25,Female,Spouse,Married/Living together,No formal education,Other Income,Uganda_uniqueid_1577,No
Tanzania,2017,uniqueid_5075,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_5075,No
Uganda,2018,uniqueid_329,Rural,Yes,5,24,Female,Spouse,Married/Living together,No formal education,Other Income,Uganda_uniqueid_329,No
Rwanda,2016,uniqueid_1327,Urban,Yes,3,32,Male,Head of Household,Married/Living together,Primary education,Other Income,Rwanda_uniqueid_1327,No
Kenya,2018,uniqueid_594,Rural,Yes,5,58,Female,Spouse,Married/Living together,Secondary education,Informally employed,Kenya_uniqueid_594,No
Kenya,2018,uniqueid_4720,Rural,No,2,60,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,Kenya_uniqueid_4720,No
Kenya,2018,uniqueid_5828,Rural,No,2,69,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,Kenya_uniqueid_5828,No
Rwanda,2016,uniqueid_4682,Rural,No,4,53,Female,Head of Household,Widowed,No formal education,Informally employed,Rwanda_uniqueid_4682,No
Tanzania,2017,uniqueid_3937,Urban,No,2,38,Male,Head of Household,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_3937,No
Kenya,2018,uniqueid_4799,Rural,No,2,46,Female,Head of Household,Widowed,Primary education,Government Dependent,Kenya_uniqueid_4799,Yes
Rwanda,2016,uniqueid_4567,Rural,Yes,3,26,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_4567,No
Kenya,2018,uniqueid_4796,Urban,Yes,4,22,Female,Head of Household,Married/Living together,Primary education,Formally employed Government,Kenya_uniqueid_4796,Yes
Tanzania,2017,uniqueid_6174,Urban,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_6174,No
Rwanda,2016,uniqueid_5167,Urban,Yes,5,30,Male,Head of Household,Married/Living together,Secondary education,Informally employed,Rwanda_uniqueid_5167,Yes
Rwanda,2016,uniqueid_2589,Rural,Yes,3,27,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_2589,No
Kenya,2018,uniqueid_164,Rural,Yes,4,25,Female,Spouse,Married/Living together,Primary education,Self employed,Kenya_uniqueid_164,No
Kenya,2018,uniqueid_672,Rural,No,3,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent,Kenya_uniqueid_672,No
Uganda,2018,uniqueid_1459,Rural,No,6,34,Male,Head of Household,Divorced/Seperated,Primary education,Other Income,Uganda_uniqueid_1459,No
Rwanda,2016,uniqueid_8241,Rural,No,3,54,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Rwanda_uniqueid_8241,No
Uganda,2018,uniqueid_1853,Rural,Yes,6,33,Male,Head of Household,Married/Living together,Primary education,Self employed,Uganda_uniqueid_1853,No
Tanzania,2017,uniqueid_1250,Rural,Yes,3,24,Female,Parent,Divorced/Seperated,Tertiary education,Self employed,Tanzania_uniqueid_1250,Yes
Tanzania,2017,uniqueid_26,Urban,No,2,35,Female,Spouse,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_26,No
Kenya,2018,uniqueid_5543,Rural,Yes,5,45,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_5543,No
Rwanda,2016,uniqueid_1926,Rural,Yes,5,31,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Rwanda_uniqueid_1926,No
Rwanda,2016,uniqueid_4833,Rural,Yes,3,45,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing,Rwanda_uniqueid_4833,No
Rwanda,2016,uniqueid_1691,Rural,Yes,4,30,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing,Rwanda_uniqueid_1691,No
Kenya,2018,uniqueid_4838,Urban,No,4,22,Female,Other relative,Divorced/Seperated,Secondary education,Formally employed Private,Kenya_uniqueid_4838,No
Tanzania,2017,uniqueid_3875,Urban,No,2,62,Female,Head of Household,Widowed,No formal education,Government Dependent,Tanzania_uniqueid_3875,No
Rwanda,2016,uniqueid_481,Rural,Yes,4,62,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_481,No
Kenya,2018,uniqueid_4482,Urban,Yes,2,29,Female,Spouse,Married/Living together,Primary education,Self employed,Kenya_uniqueid_4482,No
Kenya,2018,uniqueid_3717,Rural,Yes,4,66,Male,Head of Household,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_3717,No
Rwanda,2016,uniqueid_4770,Rural,No,6,16,Female,Child,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_4770,No
Rwanda,2016,uniqueid_73,Rural,Yes,4,29,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent,Rwanda_uniqueid_73,No
Rwanda,2016,uniqueid_3889,Rural,Yes,7,20,Male,Child,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_3889,No
Kenya,2018,uniqueid_1550,Urban,Yes,6,23,Male,Child,Single/Never Married,Secondary education,Informally employed,Kenya_uniqueid_1550,No
Tanzania,2017,uniqueid_16,Urban,No,5,17,Female,Other relative,Divorced/Seperated,Primary education,Remittance Dependent,Tanzania_uniqueid_16,No
Tanzania,2017,uniqueid_3626,Urban,Yes,2,45,Female,Spouse,Single/Never Married,No formal education,Self employed,Tanzania_uniqueid_3626,No
Kenya,2018,uniqueid_768,Urban,Yes,5,35,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government,Kenya_uniqueid_768,Yes
Kenya,2018,uniqueid_5694,Urban,Yes,4,63,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Kenya_uniqueid_5694,No
Rwanda,2016,uniqueid_3633,Rural,No,5,32,Male,Head of Household,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_3633,No
Uganda,2018,uniqueid_2005,Urban,No,4,16,Female,Parent,Single/Never Married,Primary education,No Income,Uganda_uniqueid_2005,No
Tanzania,2017,uniqueid_4884,Urban,Yes,2,41,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_4884,No
Kenya,2018,uniqueid_4518,Rural,No,3,70,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Kenya_uniqueid_4518,No
Rwanda,2016,uniqueid_6344,Rural,No,6,36,Female,Spouse,Married/Living together,Primary education,Self employed,Rwanda_uniqueid_6344,No
Uganda,2018,uniqueid_1032,Rural,No,4,19,Female,Other relative,Single/Never Married,Secondary education,No Income,Uganda_uniqueid_1032,No
Tanzania,2017,uniqueid_6390,Urban,Yes,2,25,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent,Tanzania_uniqueid_6390,No
Kenya,2018,uniqueid_3293,Rural,No,5,22,Female,Spouse,Married/Living together,No formal education,Informally employed,Kenya_uniqueid_3293,No
Rwanda,2016,uniqueid_2944,Rural,Yes,4,27,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_2944,No
Kenya,2018,uniqueid_1404,Urban,Yes,11,39,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_1404,No
Kenya,2018,uniqueid_1383,Rural,Yes,8,26,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_1383,No
Rwanda,2016,uniqueid_4273,Rural,Yes,7,50,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_4273,Yes
Kenya,2018,uniqueid_1639,Rural,Yes,4,50,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,Kenya_uniqueid_1639,Yes
Rwanda,2016,uniqueid_8016,Rural,Yes,5,40,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Rwanda_uniqueid_8016,No
Rwanda,2016,uniqueid_2733,Rural,Yes,3,68,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_2733,No
Rwanda,2016,uniqueid_339,Urban,Yes,1,73,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Rwanda_uniqueid_339,No
Rwanda,2016,uniqueid_3007,Rural,Yes,4,61,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_3007,No
Tanzania,2017,uniqueid_2761,Rural,Yes,2,45,Female,Head of Household,Widowed,Primary education,Self employed,Tanzania_uniqueid_2761,No
Kenya,2018,uniqueid_5449,Rural,Yes,4,28,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,Kenya_uniqueid_5449,No
Rwanda,2016,uniqueid_6101,Rural,Yes,4,27,Female,Spouse,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_6101,No
Kenya,2018,uniqueid_5079,Rural,No,10,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent,Kenya_uniqueid_5079,No
Rwanda,2016,uniqueid_7497,Rural,Yes,4,40,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_7497,No
Tanzania,2017,uniqueid_2271,Urban,No,3,85,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_2271,No
Kenya,2018,uniqueid_3851,Rural,No,7,35,Female,Head of Household,Widowed,Primary education,Informally employed,Kenya_uniqueid_3851,No
Tanzania,2017,uniqueid_6319,Rural,Yes,3,43,Male,Head of Household,Single/Never Married,Secondary education,Self employed,Tanzania_uniqueid_6319,No
Rwanda,2016,uniqueid_421,Rural,Yes,3,78,Female,Head of Household,Married/Living together,Primary education,Government Dependent,Rwanda_uniqueid_421,No
Rwanda,2016,uniqueid_4078,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_4078,No
Rwanda,2016,uniqueid_7761,Rural,No,5,30,Female,Head of Household,Divorced/Seperated,No formal education,Government Dependent,Rwanda_uniqueid_7761,No
Rwanda,2016,uniqueid_1087,Rural,Yes,5,33,Female,Spouse,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_1087,No
Uganda,2018,uniqueid_198,Rural,Yes,13,20,Female,Parent,Single/Never Married,Secondary education,No Income,Uganda_uniqueid_198,No
Rwanda,2016,uniqueid_543,Rural,Yes,7,18,Male,Child,Single/Never Married,Primary education,Informally employed,Rwanda_uniqueid_543,No
Kenya,2018,uniqueid_5180,Urban,Yes,5,40,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,Kenya_uniqueid_5180,No
Tanzania,2017,uniqueid_5931,Urban,Yes,2,47,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_5931,No
Rwanda,2016,uniqueid_6263,Urban,Yes,6,44,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Rwanda_uniqueid_6263,No
Tanzania,2017,uniqueid_3466,Urban,Yes,1,39,Female,Head of Household,Single/Never Married,Primary education,Informally employed,Tanzania_uniqueid_3466,No
Tanzania,2017,uniqueid_4301,Urban,Yes,2,52,Male,Head of Household,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_4301,Yes
Uganda,2018,uniqueid_1388,Rural,Yes,8,20,Female,Parent,Single/Never Married,Secondary education,Self employed,Uganda_uniqueid_1388,Yes
Kenya,2018,uniqueid_2495,Urban,Yes,1,67,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,Kenya_uniqueid_2495,Yes
Tanzania,2017,uniqueid_4618,Urban,No,4,56,Female,Head of Household,Widowed,Primary education,Informally employed,Tanzania_uniqueid_4618,No
Kenya,2018,uniqueid_846,Rural,Yes,5,29,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Kenya_uniqueid_846,No
Rwanda,2016,uniqueid_2667,Rural,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_2667,No
Rwanda,2016,uniqueid_5849,Rural,Yes,5,27,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_5849,No
Rwanda,2016,uniqueid_5804,Rural,Yes,7,37,Female,Spouse,Married/Living together,No formal education,Informally employed,Rwanda_uniqueid_5804,No
Rwanda,2016,uniqueid_6348,Urban,Yes,6,45,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government,Rwanda_uniqueid_6348,Yes
Rwanda,2016,uniqueid_1900,Rural,Yes,4,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_1900,No
Rwanda,2016,uniqueid_1273,Rural,Yes,7,44,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_1273,No
Rwanda,2016,uniqueid_7824,Rural,No,7,52,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_7824,No
Uganda,2018,uniqueid_1462,Rural,No,4,16,Female,Parent,Single/Never Married,Primary education,No Income,Uganda_uniqueid_1462,No
Uganda,2018,uniqueid_17,Rural,No,4,50,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,Uganda_uniqueid_17,No
Rwanda,2016,uniqueid_1070,Rural,No,1,38,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Rwanda_uniqueid_1070,No
Kenya,2018,uniqueid_2965,Rural,No,3,45,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Kenya_uniqueid_2965,No
Tanzania,2017,uniqueid_949,Urban,Yes,2,20,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_949,No
Tanzania,2017,uniqueid_4111,Urban,No,1,28,Female,Head of Household,Married/Living together,Primary education,Government Dependent,Tanzania_uniqueid_4111,No
Tanzania,2017,uniqueid_674,Rural,Yes,1,29,Female,Spouse,Single/Never Married,Vocational/Specialised training,Formally employed Private,Tanzania_uniqueid_674,Yes
Kenya,2018,uniqueid_5773,Rural,No,7,46,Female,Spouse,Married/Living together,Primary education,Informally employed,Kenya_uniqueid_5773,No
Tanzania,2017,uniqueid_2630,Rural,Yes,3,20,Female,Child,Divorced/Seperated,Secondary education,Remittance Dependent,Tanzania_uniqueid_2630,No
Tanzania,2017,uniqueid_3542,Rural,Yes,1,36,Female,Spouse,Single/Never Married,Primary education,Self employed,Tanzania_uniqueid_3542,No
Kenya,2018,uniqueid_2531,Rural,Yes,5,84,Male,Head of Household,Married/Living together,Primary education,Other Income,Kenya_uniqueid_2531,Yes
Rwanda,2016,uniqueid_5071,Rural,No,3,17,Female,Parent,Single/Never Married,Secondary education,Farming and Fishing,Rwanda_uniqueid_5071,No
Uganda,2018,uniqueid_2117,Rural,Yes,10,20,Male,Child,Single/Never Married,Secondary education,No Income,Uganda_uniqueid_2117,No
Rwanda,2016,uniqueid_8662,Rural,No,2,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_8662,No
Rwanda,2016,uniqueid_2362,Rural,Yes,5,60,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_2362,No
Kenya,2018,uniqueid_4918,Rural,Yes,4,34,Male,Head of Household,Married/Living together,Primary education,Self employed,Kenya_uniqueid_4918,No
Kenya,2018,uniqueid_5902,Rural,No,7,26,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Kenya_uniqueid_5902,No
Rwanda,2016,uniqueid_2219,Rural,No,1,55,Female,Head of Household,Widowed,No formal education,Informally employed,Rwanda_uniqueid_2219,No
Tanzania,2017,uniqueid_5841,Urban,No,5,44,Male,Parent,Divorced/Seperated,Primary education,Informally employed,Tanzania_uniqueid_5841,No
Uganda,2018,uniqueid_397,Rural,Yes,1,19,Male,Head of Household,Married/Living together,Secondary education,Other Income,Uganda_uniqueid_397,No
Kenya,2018,uniqueid_5657,Urban,Yes,4,25,Female,Spouse,Married/Living together,Secondary education,Self employed,Kenya_uniqueid_5657,No
Tanzania,2017,uniqueid_1325,Rural,Yes,4,67,Male,Head of Household,Single/Never Married,Tertiary education,Government Dependent,Tanzania_uniqueid_1325,Yes
Kenya,2018,uniqueid_5908,Rural,Yes,2,42,Female,Head of Household,Widowed,Primary education,Informally employed,Kenya_uniqueid_5908,No
Rwanda,2016,uniqueid_1306,Rural,Yes,4,34,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_1306,No
Tanzania,2017,uniqueid_4560,Rural,No,3,17,Female,Other relative,Divorced/Seperated,Primary education,No Income,Tanzania_uniqueid_4560,No
Uganda,2018,uniqueid_765,Rural,Yes,3,58,Female,Spouse,Married/Living together,No formal education,Self employed,Uganda_uniqueid_765,No
Rwanda,2016,uniqueid_654,Rural,Yes,2,66,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_654,No
Uganda,2018,uniqueid_1253,Rural,No,6,41,Female,Spouse,Married/Living together,No formal education,Self employed,Uganda_uniqueid_1253,No
Rwanda,2016,uniqueid_6619,Rural,Yes,4,41,Female,Child,Widowed,Primary education,Informally employed,Rwanda_uniqueid_6619,No
Rwanda,2016,uniqueid_2197,Rural,Yes,3,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Rwanda_uniqueid_2197,No
Rwanda,2016,uniqueid_1626,Rural,No,2,65,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_1626,No
Tanzania,2017,uniqueid_4720,Urban,No,1,30,Female,Head of Household,Married/Living together,Primary education,Self employed,Tanzania_uniqueid_4720,No
Rwanda,2016,uniqueid_2258,Rural,Yes,2,23,Male,Child,Single/Never Married,Primary education,Formally employed Private,Rwanda_uniqueid_2258,No
Uganda,2018,uniqueid_2029,Rural,No,1,65,Female,Head of Household,Widowed,No formal education,Other Income,Uganda_uniqueid_2029,No
Rwanda,2016,uniqueid_6198,Urban,Yes,5,36,Male,Head of Household,Married/Living together,Primary education,Informally employed,Rwanda_uniqueid_6198,Yes
Rwanda,2016,uniqueid_5354,Rural,Yes,2,55,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Rwanda_uniqueid_5354,No
Kenya,2018,uniqueid_1827,Rural,Yes,4,66,Male,Head of Household,Married/Living together,Primary education,Self employed,Kenya_uniqueid_1827,No
Rwanda,2016,uniqueid_6262,Rural,No,3,55,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Rwanda_uniqueid_6262,No
